scan_index,step,angle_deg,distance_cm
4,18500,185.98,8.97
4,18525,188.17,9.0
4,18550,190.37,8.99
4,18575,192.57,8.09
4,18600,194.77,8.09
4,18625,196.96,9.9
4,18650,199.16,9.3
4,18675,201.36,8.39
4,18700,203.55,10.46
4,18725,205.75,8.68
4,18750,207.95,8.7
4,18775,210.15,10.75
4,18800,212.34,9.88
4,18825,214.54,11.95
4,18850,216.74,10.19
4,18875,218.94,12.28
4,18900,221.13,10.48
4,18925,223.33,9.59
4,18950,225.53,8.68
4,18975,227.72,8.68
4,19000,229.92,8.71
4,19025,232.12,11.64
4,19050,234.32,10.79
4,19075,236.51,9.88
4,19100,238.71,8.99
4,19125,240.91,8.99
4,19150,243.11,8.99
4,19175,245.3,8.09
4,19200,247.5,8.11
4,19225,249.7,8.09
4,19250,251.89,8.11
4,19275,254.09,7.2
4,19300,256.29,7.19
4,19325,258.49,7.2
4,19350,260.68,7.2
4,19375,262.88,7.49
4,19400,265.08,7.51
4,19425,267.28,9.3
4,19450,269.47,7.8
4,19475,271.67,9.88
4,19500,273.87,8.11
4,19525,276.06,11.97
4,19550,278.26,9.28
4,19575,280.46,8.4
4,19600,282.66,10.48
4,19625,284.85,8.7
4,19650,287.05,7.79
4,19675,289.25,7.8
4,19700,291.45,7.8
4,19725,293.64,7.79
4,19750,295.84,10.79
4,19775,298.04,10.77
4,19800,300.23,9.88
4,19825,302.43,10.77
4,19850,304.63,7.8
4,19875,306.83,6.89
4,19900,309.02,6.91
4,19925,311.22,6.91
4,19950,313.42,6.93
4,19975,315.62,6.91
4,20000,317.81,6.93
4,20025,320.01,6.91
4,20050,322.21,6.91
4,20075,324.4,7.8
4,20100,326.6,8.09
4,20125,328.8,7.2
4,20150,331.0,7.22
4,20175,333.19,9.3
4,20200,335.39,7.51
4,20225,337.59,7.49
4,20250,339.79,10.5
4,20275,341.98,10.46
4,20300,344.18,10.48
4,20325,346.38,10.48
4,20350,348.57,10.48
4,20375,350.77,7.49
4,20400,352.97,7.51
4,20425,355.17,7.49
4,20450,357.36,9.3
4,20475,359.56,8.09
5,20500,1.76,7.2
5,20525,3.96,8.99
5,20550,6.15,6.91
5,20575,8.35,6.91
5,20600,10.55,7.8
5,20625,12.74,6.6
5,20650,14.94,6.6
5,20675,17.14,6.62
5,20700,19.34,6.62
5,20725,21.53,6.6
5,20750,23.73,6.62
5,20775,25.93,6.62
5,20800,28.13,7.49
5,20825,30.32,10.48
5,20850,32.52,9.59
5,20875,34.72,9.57
5,20900,36.91,9.6
5,20925,39.11,10.48
5,20950,41.31,10.48
5,20975,43.51,11.37
5,21000,45.7,8.39
5,21025,47.9,8.4
5,21050,50.1,9.3
5,21075,52.29,16.33
5,21100,54.49,8.99
5,21125,56.69,9.88
5,21150,58.89,10.79
5,21175,61.08,7.79
5,21200,63.28,8.68
5,21225,65.48,10.48
5,21250,67.68,8.4
5,21275,69.87,11.08
5,21300,72.07,8.99
5,21325,74.27,7.79
5,21350,76.46,7.8
5,21375,78.66,8.39
5,21400,80.86,7.49
5,21425,83.06,7.49
5,21450,85.25,7.49
5,21475,87.45,7.49
5,21500,89.65,8.4
5,21525,91.85,8.39
5,21550,94.04,12.26
5,21575,96.24,11.37
5,21600,98.44,11.37
5,21625,100.63,12.26
5,21650,102.83,12.25
5,21675,105.03,16.34
5,21700,107.23,16.34
5,21725,109.42,16.33
5,21750,111.62,11.08
5,21775,113.82,11.97
5,21800,116.02,9.9
5,21825,118.21,9.88
5,21850,120.41,10.77
5,21875,122.61,11.68
5,21900,124.8,8.7
5,21925,127.0,8.7
5,21950,129.2,9.59
5,21975,131.4,10.48
5,22000,133.59,9.28
5,22025,135.79,10.17
5,22050,137.99,8.99
5,22075,140.19,9.0
5,22100,142.38,9.0
5,22125,144.58,8.99
5,22150,146.78,9.59
5,22175,148.97,8.99
5,22200,151.17,8.99
5,22225,153.37,9.0
5,22250,155.57,8.99
5,22275,157.76,8.99
5,22300,159.96,11.06
5,22325,162.16,11.08
5,22350,164.36,16.31
5,22375,166.55,16.33
5,22400,168.75,11.37
5,22425,170.95,10.48
5,22450,173.14,10.46
5,22475,175.34,9.59
5,22500,177.54,9.59
5,22525,179.74,9.57
5,22550,181.93,9.59
5,22575,184.13,9.59
5,22600,186.33,9.57
5,22625,188.53,9.59
5,22650,190.72,9.59
5,22675,192.92,10.46
5,22700,195.12,11.37
5,22725,197.31,11.37
5,22750,199.51,12.25
5,22775,201.71,9.28
5,22800,203.91,8.39
5,22825,206.1,8.39
5,22850,208.3,8.39
5,22875,210.5,7.51
5,22900,212.7,8.39
5,22925,214.89,9.59
5,22950,217.09,8.68
5,22975,219.29,8.7
5,23000,221.48,9.9
5,23025,223.68,8.99
5,23050,225.88,11.08
5,23075,228.08,12.25
5,23100,230.27,10.46
5,23125,232.47,9.59
5,23150,234.67,8.7
5,23175,236.87,8.7
5,23200,239.06,11.68
5,23225,241.26,9.88
5,23250,243.46,9.9
5,23275,245.65,8.99
5,23300,247.85,8.99
5,23325,250.05,11.97
5,23350,252.25,10.17
5,23375,254.44,10.19
5,23400,256.64,9.31
5,23425,258.84,9.28
5,23450,261.04,9.3
5,23475,263.23,9.28
5,23500,265.43,8.4
5,23525,267.63,8.39
5,23550,269.82,7.49
5,23575,272.02,7.49
5,23600,274.22,6.62
5,23625,276.42,6.62
5,23650,278.61,8.4
5,23675,280.81,7.8
5,23700,283.01,11.66
5,23725,285.21,8.09
5,23750,287.4,8.08
5,23775,289.6,9.3
5,23800,291.8,8.4
5,23825,293.99,10.48
5,23850,296.19,9.6
5,23875,298.39,8.68
5,23900,300.59,7.8
5,23925,302.78,7.79
5,23950,304.98,7.82
5,23975,307.18,7.8
5,24000,309.38,10.79
5,24025,311.57,10.77
5,24050,313.77,10.75
5,24075,315.97,6.91
5,24100,318.16,6.89
5,24125,320.36,6.91
5,24150,322.56,6.89
5,24175,324.76,7.8
5,24200,326.95,6.62
5,24225,329.15,6.6
5,24250,331.35,6.62
5,24275,333.54,7.49
5,24300,335.74,6.91
5,24325,337.94,6.89
5,24350,340.14,8.71
5,24375,342.33,8.97
5,24400,344.53,8.09
5,24425,346.73,8.11
5,24450,348.93,10.17
5,24475,351.12,10.17
5,24500,353.32,9.28
5,24525,355.52,9.3
5,24550,357.71,9.28
5,24575,359.91,9.3
6,24600,2.11,16.33
6,24625,4.31,16.31
6,24650,6.5,8.08
6,24675,8.7,8.09
6,24700,10.9,8.99
6,24725,13.1,6.91
6,24750,15.29,7.8
6,24775,17.49,7.82
6,24800,19.69,6.62
6,24825,21.88,6.6
6,24850,24.08,7.51
6,24875,26.28,7.22
6,24900,28.48,6.33
6,24925,30.67,7.19
6,24950,32.87,7.2
6,24975,35.07,7.2
6,25000,37.27,9.88
6,25025,39.46,9.31
6,25050,41.66,10.19
6,25075,43.86,10.19
6,25100,46.05,10.19
6,25125,48.25,11.06
6,25150,50.45,11.06
6,25175,52.65,11.08
6,25200,54.84,15.04
6,25225,57.04,15.04
6,25250,59.24,8.99
