scan_index,step,angle_deg,distance_cm
3,13300,88.95,9.57
3,13325,91.14,9.59
3,13350,93.34,9.57
3,13375,95.54,8.7
3,13400,97.73,9.57
3,13425,99.93,8.7
3,13450,102.13,8.7
3,13475,104.33,8.68
3,13500,106.52,8.7
3,13525,108.72,8.71
3,13550,110.92,8.7
3,13575,113.12,8.68
3,13600,115.31,8.7
3,13625,117.51,8.68
3,13650,119.71,8.7
3,13675,121.9,8.7
3,13700,124.1,8.68
3,13725,126.3,8.68
3,13750,128.5,8.71
3,13775,130.69,7.79
3,13800,132.89,7.8
3,13825,135.09,7.8
3,13850,137.29,7.8
3,13875,139.48,7.8
3,13900,141.68,7.82
3,13925,143.88,7.79
3,13950,146.07,7.8
3,13975,148.27,7.79
3,14000,150.47,7.79
3,14025,152.67,7.8
3,14050,154.86,7.79
3,14075,157.06,7.8
3,14100,159.26,8.7
3,14125,161.46,7.8
3,14150,163.65,8.7
3,14175,165.85,8.7
3,14200,168.05,10.48
3,14225,170.24,10.48
3,14250,172.44,10.46
3,14275,174.64,10.46
3,14300,176.84,9.88
3,14325,179.03,9.86
3,14350,181.23,9.88
3,14375,183.43,9.88
3,14400,185.63,9.88
3,14450,190.02,10.77
3,14475,192.22,10.77
3,14500,194.41,9.88
3,14525,196.61,9.88
3,14550,198.81,9.88
3,14575,201.01,9.88
3,14600,203.2,9.88
3,14625,205.4,9.88
3,14650,207.6,9.88
3,14675,209.79,9.88
3,14700,211.99,8.97
3,14725,214.19,9.88
3,14750,216.39,8.99
3,14775,218.58,9.88
3,14800,220.78,9.88
3,14825,222.98,9.9
3,14850,225.18,9.88
3,14875,227.37,9.88
3,14900,229.57,9.88
3,14925,231.77,9.9
3,14950,233.96,10.77
3,14975,236.16,10.79
3,15000,238.36,9.88
3,15025,240.56,10.77
3,15050,242.75,10.79
3,15075,244.95,8.7
3,15100,247.15,10.79
3,15125,249.35,8.7
3,15150,251.54,8.7
3,15175,253.74,7.8
3,15200,255.94,8.7
3,15225,258.13,7.8
3,15250,260.33,7.8
3,15275,262.53,7.8
3,15300,264.73,8.7
3,15325,266.92,7.8
3,15350,269.12,8.7
3,15375,271.32,8.7
3,15400,273.52,8.68
3,15425,275.71,8.68
3,15450,277.91,8.68
3,15475,280.11,8.68
3,15500,282.3,8.7
3,15525,284.5,8.7
3,15550,286.7,8.68
3,15575,288.9,8.7
3,15600,291.09,8.7
3,15625,293.29,8.68
3,15650,295.49,8.68
3,15675,297.69,8.68
3,15700,299.88,8.7
3,15725,302.08,8.7
3,15750,304.28,9.57
3,15775,306.47,9.55
3,15800,308.67,9.59
3,15825,310.87,9.59
3,15850,313.07,9.59
3,15875,315.26,9.57
3,15900,317.46,9.59
3,15925,319.66,10.48
3,15950,321.86,10.48
3,15975,324.05,10.48
3,16000,326.25,10.48
3,16025,328.45,10.46
3,16050,330.64,10.48
3,16075,332.84,11.35
3,16100,335.04,11.37
3,16125,337.24,11.35
3,16150,339.43,11.37
3,16175,341.63,11.37
3,16200,343.83,11.35
3,16225,346.03,11.35
3,16250,348.22,11.35
3,16325,354.81,9.3
4,16400,1.41,9.28
4,16425,3.6,9.3
4,16450,5.8,9.28
4,16475,8.0,9.3
4,16500,10.2,9.28
4,16525,12.39,9.28
4,16550,14.59,9.28
